City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
272,Ilhabela,BR,2020-08-25 06:01:02,-23.78,-45.36,63.48,80,46,4.03,light rain
273,Surt,LY,2020-08-25 05:56:46,31.21,16.59,79.09,81,51,14.88,light rain
274,Leeton,AU,2020-08-25 06:01:02,-34.57,146.4,57.0,50,0,9.17,clear sky
275,Ratnagiri,IN,2020-08-25 06:01:02,16.98,73.3,83.64,75,72,9.06,broken clouds
276,Bonnyville,CA,2020-08-25 05:59:48,54.27,-110.73,64.4,59,75,18.34,broken clouds
277,Flinders,AU,2020-08-25 05:54:44,-34.58,150.86,60.01,60,51,4.0,broken clouds
278,Oktyabrskoye,RU,2020-08-25 05:57:52,43.06,44.74,64.4,63,0,2.24,clear sky
279,Talara,PE,2020-08-25 05:53:24,-4.58,-81.27,61.07,81,0,15.35,clear sky
280,Strelka,RU,2020-08-25 06:01:03,58.07,93.03,69.57,54,18,3.8,light rain
281,Marzuq,YE,2020-08-25 05:59:55,14.4,46.47,86.85,39,74,7.14,broken clouds
282,Talnakh,RU,2020-08-25 05:55:16,69.49,88.4,66.2,63,40,15.66,scattered clouds
283,Raton,US,2020-08-25 05:57:02,36.9,-104.44,66.2,42,1,6.93,clear sky
284,Springbok,ZA,2020-08-25 06:01:04,-29.66,17.89,45.01,64,0,1.81,clear sky
285,Tilichiki,RU,2020-08-25 05:53:29,60.47,166.1,48.24,53,99,15.86,overcast clouds
286,Krasnoye,UA,2020-08-25 06:01:05,49.91,24.61,62.6,93,86,2.24,overcast clouds
287,Cooma,AU,2020-08-25 06:01:05,-36.23,149.13,48.2,42,3,11.41,clear sky
288,Oussouye,SN,2020-08-25 06:01:05,12.48,-16.55,77.59,88,78,5.84,broken clouds
289,Gourcy,BF,2020-08-25 06:01:06,13.22,-2.35,73.26,86,100,2.71,light rain
290,Porto Murtinho,BR,2020-08-25 06:01:06,-21.7,-57.88,72.09,63,0,7.09,clear sky
291,Banamba,ML,2020-08-25 06:01:06,13.55,-7.45,72.84,89,96,12.53,light rain
292,Chirawa,IN,2020-08-25 06:01:06,28.24,75.64,88.68,59,31,10.45,scattered clouds
293,Jiwani,PK,2020-08-25 06:01:07,25.05,61.74,83.05,75,99,4.32,overcast clouds
294,Lata,PT,2020-08-25 06:01:07,40.16,-8.33,59.0,88,3,1.43,clear sky
295,Sigli,ID,2020-08-25 06:01:07,5.38,95.96,84.7,71,44,5.73,light rain
296,Marovoay,MG,2020-08-25 06:01:07,-16.1,46.63,77.0,61,38,8.05,scattered clouds
297,Pevek,RU,2020-08-25 05:53:51,69.7,170.31,37.9,97,100,3.83,overcast clouds
298,Vilhena,BR,2020-08-25 06:01:08,-12.74,-60.15,70.41,48,3,2.91,clear sky
299,Zyryanovsk,KZ,2020-08-25 06:01:08,49.74,84.27,62.47,82,90,3.87,light rain
300,Hami,CN,2020-08-25 05:53:56,42.8,93.45,96.17,11,25,5.26,scattered clouds
301,Porto Seguro,BR,2020-08-25 06:01:08,-16.45,-39.06,60.8,87,10,6.93,clear sky
302,Lac Du Bonnet,CA,2020-08-25 06:01:09,50.25,-96.06,66.99,99,19,5.64,few clouds
303,Anadyr,RU,2020-08-25 05:54:37,64.75,177.48,55.4,71,40,13.42,scattered clouds
304,Hofn,IS,2020-08-25 05:55:08,64.25,-15.21,49.14,83,40,2.01,scattered clouds
305,Andros Town,BS,2020-08-25 06:00:14,24.7,-77.77,84.2,83,40,11.41,scattered clouds
306,Sao Joao Da Barra,BR,2020-08-25 05:53:10,-21.64,-41.05,62.56,79,1,13.47,clear sky
307,Astaneh-Ye Ashrafiyeh,IR,2020-08-25 06:01:09,37.26,49.94,71.6,64,40,4.7,scattered clouds
308,Bathsheba,BB,2020-08-25 05:54:09,13.22,-59.52,82.4,78,40,13.87,scattered clouds
309,Yuli,NG,2020-08-25 06:01:10,9.7,10.27,68.81,90,100,3.62,overcast clouds
310,Mildura,AU,2020-08-25 05:54:34,-34.2,142.15,60.01,48,28,4.7,scattered clouds
311,Buzmeyin,TM,2020-08-25 06:01:11,38.05,58.21,75.2,41,90,11.41,overcast clouds
312,Christchurch,NZ,2020-08-25 05:55:15,-43.53,172.63,48.0,75,64,18.34,light rain
313,Kenai,US,2020-08-25 06:01:11,60.55,-151.26,59.0,71,75,6.93,broken clouds
314,Nuuk,GL,2020-08-25 06:01:11,64.18,-51.72,41.0,93,67,8.05,broken clouds
315,Oranjestad,AW,2020-08-25 06:01:12,12.52,-70.03,82.83,80,66,20.67,broken clouds
316,Karacabey,TR,2020-08-25 06:01:12,40.22,28.4,75.2,73,40,14.99,scattered clouds
317,Auki,SB,2020-08-25 05:55:44,-8.77,160.7,83.71,72,58,2.51,light rain
318,Yanam,IN,2020-08-25 06:01:12,16.73,82.22,87.8,70,75,13.87,broken clouds
319,Mogocha,RU,2020-08-25 06:01:12,53.73,119.77,52.81,91,100,6.64,overcast clouds
320,Esmeralda,CU,2020-08-25 06:01:13,21.85,-78.12,77.0,100,20,6.93,few clouds
321,Vanimo,PG,2020-08-25 05:53:58,-2.67,141.3,84.0,66,86,7.0,overcast clouds
322,Emerald,AU,2020-08-25 06:01:13,-23.53,148.17,78.8,13,0,6.93,clear sky
323,Beloha,MG,2020-08-25 05:57:30,-25.17,45.05,74.61,61,0,3.27,clear sky
324,Siniscola,IT,2020-08-25 06:01:13,40.57,9.69,73.4,64,44,13.87,scattered clouds
325,Trincomalee,LK,2020-08-25 06:01:14,8.57,81.23,88.59,59,100,5.53,overcast clouds
326,Mersing,MY,2020-08-25 06:01:14,2.43,103.84,89.6,75,40,6.93,scattered clouds
327,Westport,US,2020-08-25 05:54:18,41.14,-73.36,78.8,74,1,4.7,clear sky
328,Fortuna,US,2020-08-25 05:57:00,40.6,-124.16,55.0,100,40,2.82,scattered clouds
329,Ponta Delgada,PT,2020-08-25 05:53:23,37.73,-25.67,73.4,88,40,8.05,scattered clouds
330,Zaysan,KZ,2020-08-25 06:01:15,47.47,84.87,81.23,32,100,24.4,overcast clouds
331,Dingle,PH,2020-08-25 05:54:07,11.0,122.67,88.48,71,59,10.27,broken clouds
332,Kahului,US,2020-08-25 05:53:31,20.89,-156.47,82.4,61,40,14.99,scattered clouds
333,Adra,ES,2020-08-25 06:01:16,36.75,-3.02,77.0,73,20,1.68,few clouds
334,Jahazpur,IN,2020-08-25 06:01:16,25.62,75.28,76.98,85,99,11.45,light rain
335,Sehithwa,BW,2020-08-25 06:01:16,-20.47,22.72,63.28,36,0,6.71,clear sky
336,Luganville,VU,2020-08-25 05:55:08,-15.53,167.17,82.4,83,75,3.36,broken clouds
337,Airai,TL,2020-08-25 05:55:16,-8.93,125.41,73.38,41,0,8.21,clear sky
338,Santiago Del Estero,AR,2020-08-25 05:54:11,-27.8,-64.26,73.29,53,95,10.4,overcast clouds
339,Goderich,CA,2020-08-25 05:55:42,43.75,-81.72,75.0,84,42,7.72,light rain
340,Najran,SA,2020-08-25 05:59:21,17.49,44.13,89.6,21,75,7.38,broken clouds
341,Ust-Maya,RU,2020-08-25 06:01:17,60.42,134.53,58.82,36,14,5.99,few clouds
342,Saint-Louis,SN,2020-08-25 05:55:35,16.33,-15.0,82.35,74,61,12.12,broken clouds
343,Agirish,RU,2020-08-25 05:55:18,61.92,63.02,55.4,83,100,5.64,overcast clouds
344,Independence,US,2020-08-25 06:01:18,39.09,-94.42,82.4,61,1,6.93,clear sky
345,Codrington,AU,2020-08-25 05:55:24,-38.27,141.97,53.53,73,57,12.08,broken clouds
346,Manta,EC,2020-08-25 06:01:18,-0.95,-80.73,68.0,88,75,11.41,broken clouds
347,Taltal,CL,2020-08-25 05:53:57,-25.4,-70.48,50.49,73,0,3.2,clear sky
348,Bac Lieu,VN,2020-08-25 06:01:19,9.29,105.72,90.0,61,69,8.7,broken clouds
349,Tucuman,AR,2020-08-25 06:01:19,-26.82,-65.22,59.0,51,78,9.17,smoke
350,Lupiro,TZ,2020-08-25 06:01:19,-8.38,36.67,76.3,60,50,5.68,scattered clouds
351,Saint-Augustin,CA,2020-08-25 05:54:50,51.23,-58.65,52.21,95,0,6.73,clear sky
352,Broken Hill,AU,2020-08-25 05:55:03,-31.95,141.43,57.2,35,0,8.05,clear sky
353,Yantal,RU,2020-08-25 06:01:20,56.85,105.25,73.13,44,96,3.78,overcast clouds
354,Kidal,ML,2020-08-25 05:55:36,18.44,1.41,79.18,65,38,3.56,scattered clouds
355,Teya,RU,2020-08-25 06:01:20,60.38,92.63,56.84,89,100,2.37,overcast clouds
356,Luderitz,NA,2020-08-25 05:55:47,-26.65,15.16,54.41,82,0,6.93,clear sky
357,Matane,CA,2020-08-25 06:01:21,48.83,-67.52,64.4,63,90,10.29,overcast clouds
358,Itoman,JP,2020-08-25 05:57:02,26.12,127.67,86.0,84,75,14.99,broken clouds
359,Ajdabiya,LY,2020-08-25 05:53:43,30.76,20.23,77.74,51,0,4.72,clear sky
360,Herat,AF,2020-08-25 05:54:03,34.5,62.0,82.4,30,20,17.22,few clouds
361,Beboto,TD,2020-08-25 06:01:21,8.27,16.94,68.77,98,100,4.21,moderate rain
362,Show Low,US,2020-08-25 05:59:21,34.25,-110.03,69.8,37,20,6.93,few clouds
363,Marsh Harbour,BS,2020-08-25 06:01:22,26.54,-77.06,83.64,82,49,14.16,scattered clouds
364,Talcahuano,CL,2020-08-25 05:56:53,-36.72,-73.12,51.8,81,99,16.11,light rain
365,Bonthe,SL,2020-08-25 05:54:29,7.53,-12.51,76.44,83,95,10.07,overcast clouds
366,Rayachoti,IN,2020-08-25 06:01:23,14.05,78.75,86.0,66,75,6.93,haze
367,Coquimbo,CL,2020-08-25 05:56:36,-29.95,-71.34,52.59,78,3,4.21,clear sky
368,Pokhara,NP,2020-08-25 06:01:23,28.23,83.98,83.55,66,99,3.22,overcast clouds
369,Qaqortoq,GL,2020-08-25 05:53:28,60.72,-46.03,41.0,80,75,2.24,broken clouds
370,Ostrovnoy,RU,2020-08-25 05:53:53,68.05,39.51,59.32,69,12,8.61,few clouds
371,Aykhal,RU,2020-08-25 05:54:19,66.0,111.5,62.6,27,35,2.24,scattered clouds
372,Necochea,AR,2020-08-25 05:53:49,-38.55,-58.74,55.0,90,100,5.01,overcast clouds
373,Darnah,LY,2020-08-25 06:01:24,32.77,22.64,80.76,71,0,13.91,clear sky
374,Iskateley,RU,2020-08-25 06:01:24,67.68,53.15,59.11,84,100,3.67,overcast clouds
375,Butaritari,KI,2020-08-25 05:54:05,3.07,172.79,82.22,68,100,6.96,overcast clouds
376,Marfino,RU,2020-08-25 06:01:24,55.7,37.38,64.0,100,90,6.71,overcast clouds
377,Morant Bay,JM,2020-08-25 06:01:25,17.88,-76.41,82.4,74,20,11.41,few clouds
378,Takoradi,GH,2020-08-25 06:01:25,4.88,-1.76,72.45,90,95,7.14,overcast clouds
379,Krasnoshchekovo,RU,2020-08-25 06:01:25,51.67,82.73,55.42,88,100,6.24,moderate rain
380,Waddan,LY,2020-08-25 06:01:25,29.16,16.14,73.49,83,18,6.42,few clouds
381,Ryotsu,JP,2020-08-25 05:55:10,38.08,138.43,86.0,70,86,8.05,overcast clouds
382,Winslow,US,2020-08-25 05:58:13,35.02,-110.7,80.6,30,1,6.93,clear sky
383,Antofagasta,CL,2020-08-25 05:54:06,-23.65,-70.4,53.6,66,4,5.82,clear sky
384,Chotesov,CZ,2020-08-25 06:01:26,49.65,13.2,54.0,87,0,3.02,clear sky
385,Ahipara,NZ,2020-08-25 05:54:23,-35.17,173.17,56.43,75,9,15.37,clear sky
386,Lepley,RU,2020-08-25 06:01:26,54.31,42.86,65.75,85,99,5.91,overcast clouds
387,Asau,RO,2020-08-25 05:55:46,46.43,26.4,64.99,91,87,2.13,overcast clouds
388,Nalut,LY,2020-08-25 05:54:28,30.33,10.85,75.22,37,0,11.12,clear sky
389,Wejherowo,PL,2020-08-25 06:00:51,54.61,18.24,60.01,87,75,12.75,broken clouds
390,Sadri,IN,2020-08-25 06:01:27,25.18,73.43,79.74,79,94,15.73,overcast clouds
391,Jalu,LY,2020-08-25 06:01:28,29.03,21.55,78.31,52,0,7.05,clear sky
392,Cabo San Lucas,MX,2020-08-25 05:53:20,22.89,-109.91,80.01,84,0,3.0,clear sky
393,Parana,AR,2020-08-25 06:01:28,-31.73,-60.52,70.0,61,100,1.99,overcast clouds
394,Mian Channun,PK,2020-08-25 06:00:58,30.44,72.35,99.32,39,1,8.23,clear sky
395,Lethem,GY,2020-08-25 05:53:49,3.38,-59.8,74.41,84,98,4.81,overcast clouds
396,Richards Bay,ZA,2020-08-25 05:58:12,-28.78,32.04,65.91,71,25,4.72,scattered clouds
397,Dudinka,RU,2020-08-25 06:01:29,69.41,86.18,66.2,63,40,15.66,scattered clouds
398,Wicklow,IE,2020-08-25 06:01:29,53.0,-6.42,60.01,93,75,21.92,broken clouds
399,Whitianga,NZ,2020-08-25 06:01:29,-36.83,175.7,55.0,89,24,8.01,few clouds
400,Aripuana,BR,2020-08-25 05:49:50,-9.17,-60.63,71.8,45,0,2.42,clear sky
401,Wasilla,US,2020-08-25 06:01:30,61.58,-149.44,55.4,100,75,1.92,mist
402,Olafsvik,IS,2020-08-25 05:59:51,64.89,-23.71,47.34,81,0,3.31,clear sky
403,Aksu,CN,2020-08-25 05:55:22,41.12,80.26,95.43,14,0,3.8,clear sky
404,Allapalli,IN,2020-08-25 06:01:30,19.42,80.07,86.72,71,77,6.55,light rain
405,Aras,ES,2020-08-25 05:54:12,42.56,-2.36,55.4,87,14,1.12,few clouds
406,Sirjan,IR,2020-08-25 06:01:31,29.45,55.68,88.09,21,0,5.06,clear sky
407,Buala,SB,2020-08-25 05:54:18,-8.14,159.59,83.95,70,38,4.25,light rain
408,Hambantota,LK,2020-08-25 05:53:39,6.12,81.12,91.4,59,20,11.41,few clouds
409,Sosva,RU,2020-08-25 06:01:31,59.18,61.86,57.7,97,100,5.28,moderate rain
410,Berlevag,NO,2020-08-25 05:54:31,70.86,29.09,53.6,66,75,14.99,broken clouds
411,Hastings,GB,2020-08-25 06:01:32,50.86,0.57,62.6,88,100,18.34,light rain
412,Dengfeng,CN,2020-08-25 06:01:32,34.46,113.03,87.4,44,94,4.85,overcast clouds
413,Atasu,KZ,2020-08-25 05:59:27,48.68,71.64,67.24,46,48,15.14,scattered clouds
414,Walvis Bay,NA,2020-08-25 05:57:44,-22.96,14.51,54.0,93,90,2.24,overcast clouds
415,Portland,US,2020-08-25 05:54:10,45.52,-122.68,66.2,59,20,6.93,few clouds
416,Marsa Matruh,EG,2020-08-25 05:57:55,31.35,27.25,73.4,83,0,0.78,clear sky
417,Tuatapere,NZ,2020-08-25 05:54:18,-46.13,167.68,45.0,72,96,11.01,light rain
418,Wanlaweyn,SO,2020-08-25 06:01:33,2.62,44.89,80.64,66,63,15.73,broken clouds
419,Maceio,BR,2020-08-25 05:57:37,-9.67,-35.74,66.2,100,1,4.7,clear sky
420,Afikpo,NG,2020-08-25 06:01:33,5.89,7.94,70.39,97,80,0.72,broken clouds
421,Isangel,VU,2020-08-25 05:54:11,-19.55,169.27,75.2,83,98,10.29,overcast clouds
422,Mackay,AU,2020-08-25 05:55:24,-21.15,149.2,73.99,49,16,17.22,few clouds
423,Joshimath,IN,2020-08-25 05:55:44,30.57,79.57,77.02,54,36,6.76,light rain
424,Mogadishu,SO,2020-08-25 05:57:29,2.04,45.34,77.0,73,75,13.87,broken clouds
425,Nipawin,CA,2020-08-25 06:01:34,53.37,-104.0,53.6,100,1,10.29,clear sky
426,Atessa,IT,2020-08-25 06:01:34,42.07,14.45,73.0,68,35,3.0,scattered clouds
427,Abalak,RU,2020-08-25 06:01:35,58.13,68.59,63.36,60,35,5.66,scattered clouds
428,Porto Torres,IT,2020-08-25 06:01:35,40.84,8.4,62.6,88,65,1.12,broken clouds
429,Halifax,CA,2020-08-25 05:54:33,44.65,-63.57,66.0,86,97,1.01,light rain
430,Aswan,EG,2020-08-25 05:56:51,24.09,32.91,92.82,17,2,7.58,clear sky
431,Fort Nelson,CA,2020-08-25 05:53:35,58.81,-122.7,51.8,100,75,3.36,fog
432,Pacific Grove,US,2020-08-25 05:51:49,36.62,-121.92,60.01,97,1,1.7,clear sky
433,Kousseri,CM,2020-08-25 06:01:36,12.08,15.03,77.0,78,75,17.22,thunderstorm with rain
434,Lao Cai,VN,2020-08-25 05:58:34,22.48,103.95,96.55,47,89,0.51,light rain
435,Pochutla,MX,2020-08-25 05:55:33,15.74,-96.47,72.0,96,100,3.0,moderate rain
436,Haines Junction,CA,2020-08-25 05:55:09,60.75,-137.51,46.26,82,12,4.88,few clouds
437,Kropotkin,RU,2020-08-25 06:01:37,45.44,40.58,78.82,25,0,17.05,clear sky
438,Vytegra,RU,2020-08-25 05:57:19,61.01,36.45,60.08,81,41,10.58,scattered clouds
439,Vestmanna,FO,2020-08-25 06:01:37,62.16,-7.17,42.8,93,36,8.05,scattered clouds
440,Kultuk,RU,2020-08-25 06:01:37,51.72,103.7,67.14,57,99,3.02,light rain
441,Kuusamo,FI,2020-08-25 05:54:59,65.97,29.18,48.2,81,0,9.17,clear sky
442,Coatepec,MX,2020-08-25 06:00:30,19.45,-96.97,65.68,85,100,1.83,light rain
443,Santa Maria Del Oro,MX,2020-08-25 05:54:33,25.93,-105.37,63.77,61,4,7.38,clear sky
444,Cabedelo,BR,2020-08-25 06:01:38,-6.98,-34.83,68.0,94,0,5.82,clear sky
445,Rocha,UY,2020-08-25 05:57:01,-34.48,-54.33,56.25,87,77,13.76,broken clouds
446,Moerai,PF,2020-08-25 06:01:39,-22.43,-151.33,69.53,80,27,16.58,scattered clouds
447,Kapatalan,PH,2020-08-25 06:01:39,14.47,121.49,91.0,66,14,17.22,few clouds
448,Skibbereen,IE,2020-08-25 06:01:39,51.55,-9.27,59.0,93,75,25.28,light intensity drizzle
449,Denpasar,ID,2020-08-25 06:00:37,-8.65,115.22,84.2,74,40,11.41,scattered clouds
450,Amapa,BR,2020-08-25 06:01:39,1.0,-52.0,70.59,98,50,1.32,light rain
451,Cockburn Town,TC,2020-08-25 05:55:57,21.46,-71.14,83.01,76,0,18.16,clear sky
452,Ndele,CF,2020-08-25 05:58:09,8.41,20.65,69.76,97,100,2.1,light rain
453,Muroto,JP,2020-08-25 05:59:32,33.28,134.15,82.4,88,75,6.93,light intensity shower rain
454,Banda Aceh,ID,2020-08-25 05:55:28,5.56,95.32,86.36,72,56,11.97,broken clouds
455,Hvolsvollur,IS,2020-08-25 05:56:35,63.75,-20.22,43.03,85,50,3.44,scattered clouds
456,Son La,VN,2020-08-25 06:01:40,21.32,103.9,86.41,61,98,3.11,light rain
457,Poum,NC,2020-08-25 05:57:04,-20.23,164.02,71.49,77,96,16.28,overcast clouds
458,Malakal,SS,2020-08-25 06:01:41,9.53,31.66,76.53,86,97,2.44,overcast clouds
459,Biloela,AU,2020-08-25 06:01:41,-24.42,150.5,70.93,25,0,14.47,clear sky
460,Nanzhang,CN,2020-08-25 06:01:41,31.78,111.84,87.89,55,99,5.7,overcast clouds
461,Bondoukou,CI,2020-08-25 06:01:42,8.03,-2.8,68.76,93,100,7.23,overcast clouds
462,Contai,IN,2020-08-25 06:01:42,21.78,87.75,86.86,77,100,7.09,moderate rain
463,Manggar,ID,2020-08-25 06:01:42,-2.88,108.27,84.7,70,22,15.52,few clouds
464,Boden,SE,2020-08-25 06:01:42,65.83,21.69,48.2,76,0,5.82,clear sky
465,Dagana,MR,2020-08-25 06:01:43,16.52,-15.51,82.36,75,68,11.74,broken clouds
466,Ankang,CN,2020-08-25 05:58:16,32.68,109.02,86.2,57,52,0.63,broken clouds
467,Tuy Hoa,VN,2020-08-25 05:59:41,13.08,109.3,94.66,49,90,5.99,overcast clouds
468,Sikasso,ML,2020-08-25 06:01:43,10.92,-7.0,71.04,94,84,6.89,light rain
469,Yeppoon,AU,2020-08-25 05:58:15,-23.13,150.73,78.8,24,51,4.7,broken clouds
470,Tabou,CI,2020-08-25 05:56:28,4.42,-7.35,75.11,81,100,8.88,overcast clouds
471,Kavaratti,IN,2020-08-25 05:58:12,10.57,72.64,84.2,70,20,5.82,few clouds
472,Beipiao,CN,2020-08-25 06:01:44,41.79,120.78,86.68,50,99,7.85,overcast clouds
473,Kashan,IR,2020-08-25 05:54:28,33.98,51.44,75.2,29,0,5.88,clear sky
474,Pelym,RU,2020-08-25 06:01:44,61.01,62.0,56.53,96,100,4.88,overcast clouds
475,Dukat,RU,2020-08-25 06:01:45,62.55,155.55,40.33,69,99,6.89,overcast clouds
476,Mizan Teferi,ET,2020-08-25 06:01:45,6.98,35.58,68.32,87,51,0.83,light rain
477,Imeni Poliny Osipenko,RU,2020-08-25 06:01:45,52.42,136.49,54.79,96,100,12.57,overcast clouds
478,Hetauda,NP,2020-08-25 06:01:45,27.43,85.03,82.4,74,75,2.24,broken clouds
479,Egvekinot,RU,2020-08-25 06:01:46,66.32,-179.17,50.88,78,82,5.19,light rain
480,New Ulm,US,2020-08-25 06:01:46,44.31,-94.46,73.4,78,1,4.7,clear sky
481,Yokadouma,CM,2020-08-25 06:01:46,3.52,15.05,67.78,95,100,1.88,light rain
482,Mount Gambier,AU,2020-08-25 05:55:22,-37.83,140.77,53.15,65,36,5.68,scattered clouds
483,Akyab,MM,2020-08-25 06:01:47,20.15,92.9,82.44,82,100,16.4,moderate rain
484,Lagoa,PT,2020-08-25 05:54:49,39.05,-27.98,73.8,90,42,19.73,moderate rain
485,Nandaime,NI,2020-08-25 06:01:47,11.76,-86.05,80.6,83,40,9.17,scattered clouds
486,Etla,MX,2020-08-25 06:01:48,17.06,-96.79,61.12,88,99,1.92,overcast clouds
487,Tura,IN,2020-08-25 05:54:02,25.52,90.22,84.09,84,59,4.83,moderate rain
488,Port Shepstone,ZA,2020-08-25 05:57:13,-30.74,30.45,62.82,72,62,7.43,broken clouds
489,Alihe,CN,2020-08-25 06:01:48,50.57,123.72,70.25,62,75,7.31,light rain
490,Shaunavon,CA,2020-08-25 05:51:57,49.65,-108.42,76.77,35,95,10.27,light rain
491,Wanning,CN,2020-08-25 05:59:48,18.8,110.4,90.91,65,29,14.03,scattered clouds
492,Maloy,NO,2020-08-25 05:57:47,61.94,5.11,53.6,62,75,11.41,shower rain
493,Nyurba,RU,2020-08-25 05:59:19,63.28,118.33,61.79,36,0,5.3,clear sky
494,Prieska,ZA,2020-08-25 05:54:42,-29.66,22.75,61.36,31,0,6.82,clear sky
495,Campohermoso,ES,2020-08-25 06:01:49,36.94,-2.13,77.0,73,20,3.33,few clouds
496,Villa Carlos Paz,AR,2020-08-25 06:01:49,-31.42,-64.5,64.99,59,75,4.7,broken clouds
497,Batemans Bay,AU,2020-08-25 05:58:12,-35.72,150.18,57.0,45,5,1.01,clear sky
498,Teluk Nibung,ID,2020-08-25 06:01:50,3.0,99.82,88.03,59,61,8.88,light rain
499,Lazaro Cardenas,MX,2020-08-25 05:57:49,17.96,-102.2,79.43,85,100,3.85,light rain
500,Nortelandia,BR,2020-08-25 06:01:50,-14.45,-56.8,79.0,35,68,4.0,broken clouds
501,Nelson Bay,AU,2020-08-25 06:01:50,-32.72,152.15,59.0,47,40,9.17,scattered clouds
502,Raudeberg,NO,2020-08-25 05:53:53,61.99,5.14,48.99,94,99,13.98,moderate rain
503,Cervo,ES,2020-08-25 06:01:51,43.67,-7.41,64.0,1,49,7.47,scattered clouds
504,Meulaboh,ID,2020-08-25 05:54:10,4.14,96.13,87.66,61,0,6.35,clear sky
505,Kupang,ID,2020-08-25 05:55:24,-10.17,123.58,91.4,24,20,27.51,few clouds
506,Saint-Joseph,RE,2020-08-25 06:01:51,-21.37,55.62,75.2,64,18,6.93,few clouds
507,Deputatskiy,RU,2020-08-25 05:54:17,69.3,139.9,38.17,73,89,9.04,overcast clouds
508,Bucerias,MX,2020-08-25 06:01:52,20.75,-105.33,82.4,78,90,1.14,overcast clouds
509,Sumbe,AO,2020-08-25 06:01:52,-11.21,13.84,69.58,86,62,1.97,broken clouds
510,Fairbanks,US,2020-08-25 05:55:48,64.84,-147.72,60.8,72,90,3.47,overcast clouds
511,Tromso,NO,2020-08-25 06:00:09,69.65,18.96,48.2,87,75,12.75,broken clouds
512,Nanortalik,GL,2020-08-25 05:53:53,60.14,-45.24,42.53,87,82,7.74,broken clouds
513,Amarpur,IN,2020-08-25 06:01:52,25.03,86.9,92.8,56,100,6.35,light rain
514,Gizo,SB,2020-08-25 05:59:44,-8.1,156.84,84.13,70,6,3.09,light rain
515,Merauke,ID,2020-08-25 05:57:34,-8.47,140.33,81.07,66,54,20.22,broken clouds
516,North Bend,US,2020-08-25 05:57:38,43.41,-124.22,57.2,93,1,12.75,clear sky
517,Bundaberg,AU,2020-08-25 06:01:53,-24.85,152.35,71.6,33,0,12.75,clear sky
518,Ouahigouya,BF,2020-08-25 06:00:33,13.58,-2.42,73.94,77,100,4.16,overcast clouds
519,Sirvintos,LT,2020-08-25 06:01:53,55.05,24.95,60.8,93,75,4.7,broken clouds
520,La Ronge,CA,2020-08-25 05:53:56,55.1,-105.28,55.4,87,75,12.75,broken clouds
521,Saldanha,ZA,2020-08-25 05:53:26,-33.01,17.94,44.6,93,2,2.24,clear sky
522,Korla,CN,2020-08-25 05:54:19,41.76,86.15,95.58,15,0,3.78,clear sky
523,Rimouski,CA,2020-08-25 06:01:14,48.45,-68.52,64.4,63,90,10.29,overcast clouds
524,Mangrol,IN,2020-08-25 05:54:32,21.12,70.12,84.07,78,53,23.8,light rain
525,Peniche,PT,2020-08-25 06:01:55,39.36,-9.38,64.99,92,30,7.0,scattered clouds
526,Tongzi,CN,2020-08-25 06:01:55,28.78,105.09,92.73,46,0,2.01,clear sky
527,Baculin,PH,2020-08-25 06:01:55,7.45,126.58,86.79,70,35,8.63,light rain
528,Mushie,CD,2020-08-25 06:01:55,-3.02,16.9,75.92,82,30,3.18,light rain
529,Songjianghe,CN,2020-08-25 05:58:01,42.19,127.48,76.91,70,85,3.06,light rain
530,Palmer,US,2020-08-25 05:54:27,42.16,-72.33,71.01,100,1,2.44,clear sky
531,Guider,CM,2020-08-25 05:53:45,9.93,13.95,69.82,87,100,4.99,overcast clouds
532,Komsomolskiy,UZ,2020-08-25 06:01:56,40.43,71.72,84.2,26,3,11.41,clear sky
533,Gavle,SE,2020-08-25 06:01:56,60.67,17.14,57.0,64,0,3.0,clear sky
534,Kaeo,NZ,2020-08-25 05:55:35,-35.1,173.78,55.99,3,6,5.99,clear sky
535,Marquette,US,2020-08-25 06:01:57,46.53,-87.63,64.0,93,1,5.82,clear sky
536,Burns Lake,CA,2020-08-25 06:01:57,54.23,-125.75,46.27,88,16,3.04,few clouds
537,Sinnamary,GF,2020-08-25 05:55:49,5.38,-52.95,77.85,87,6,7.18,clear sky
538,Nichinan,JP,2020-08-25 06:01:58,31.6,131.37,91.4,70,20,14.99,shower rain
539,Wewak,PG,2020-08-25 05:53:22,-3.55,143.63,83.3,70,79,5.64,broken clouds
540,Tukrah,LY,2020-08-25 06:01:58,32.53,20.58,80.4,64,0,3.47,clear sky
541,Alofi,NU,2020-08-25 05:53:24,-19.06,-169.92,75.2,83,54,4.7,broken clouds
542,Baruun-Urt,MN,2020-08-25 05:55:34,46.68,113.28,71.76,39,24,6.82,few clouds
543,Vila Velha,BR,2020-08-25 05:54:45,-20.33,-40.29,64.4,77,27,18.34,scattered clouds
544,Bhayavadar,IN,2020-08-25 06:01:59,21.85,70.25,84.25,76,87,21.52,moderate rain
545,Tual,ID,2020-08-25 05:57:06,-5.67,132.75,79.72,78,11,23.29,few clouds
546,Boende,CD,2020-08-25 06:01:16,-0.22,20.87,71.96,95,97,0.72,overcast clouds
